id,msbase,ms1800,ms1815,ms1830,ms1845,ms1900,ms1915,ms1930,ms1945,ms2000,ms2015,ms2030,ms2045,ms2100,ms2115,speedlimit,frc,streetname
1432,41,32,22,48,39,25,42,34,26,23,35,28,59,14,45,50,4,Vrijheidslaan
1433,32,38,32,48,38,36,42,54,53,45,30,38,61,36,50,50,2,Mr. Treublaan
1434,25,24,30,43,40,46,34,42,36,31,44,53,33,33,23,50,2,Mr. Treublaan
1435,27,25,30,35,25,33,32,24,34,36,38,25,25,11,25,50,5,Rijnstraat
1436,28,32,28,37,32,35,34,28,27,25,4,46,32,34,31,50,2,Mr. Treublaan
1437,30,37,,39,42,37,7,34,24,24,27,,8,20,34,50,2,Amsteldijk
1389,71,79,81,,69,87,,92,65,80,119,61,86,61,,70,0,AnonymousRoadnl10130601
1390,54,55,63,58,60,,,,61,,,12,,,60,50,4,Joan Muyskenweg
1391,53,59,72,50,55,,,62,,,42,,,,,50,4,Joan Muyskenweg
1393,53,85,,,51,,,48,49,,,,56,50,,60,4,Amsteldijk Noord
1394,53,52,,,55,,,51,48,,,,57,53,,60,4,Amsteldijk Noord
1395,50,53,70,,,,,,,,,,,,54,60,4,Amsteldijk Noord
1400,33,36,29,42,36,29,31,32,28,30,37,30,40,34,39,50,2,Mr. Treublaan
1402,43,45,42,48,46,49,43,41,50,47,50,49,42,50,42,50,2,Mr. Treublaan
1403,37,20,30,51,37,,,25,31,29,36,22,25,31,70,50,6,Amsteldijk
1404,13,19,8,16,42,9,6,11,3,19,16,,7,5,5,50,6,Amsteldijk
1424,32,32,27,42,39,25,37,30,24,37,37,28,24,11,39,50,2,Mr. Treublaan
1426,36,30,33,48,39,25,42,34,24,23,30,37,18,13,46,50,2,Vrijheidslaan
1427,30,16,21,13,33,,,25,32,23,35,15,25,31,70,50,6,Amsteldijk
1428,28,37,,39,42,23,7,34,13,23,27,,8,20,33,50,2,Amsteldijk
1429,37,28,27,48,39,25,38,42,48,33,30,37,35,40,46,50,4,Vrijheidslaan
1438,25,35,28,37,32,32,34,28,27,20,4,46,32,32,32,50,2,Mr. Treublaan
1439,30,31,30,39,38,42,34,35,34,41,20,47,33,35,30,50,2,Mr. Treublaan
1440,29,32,28,37,32,41,34,34,32,41,4,46,32,34,30,50,2,Mr. Treublaan
1442,28,25,24,37,28,38,31,23,33,37,46,29,28,11,25,50,5,Rijnstraat
1444,23,37,9,34,29,20,35,26,25,10,4,13,25,32,31,50,2,Vrijheidslaan
1445,20,7,,11,33,,4,14,18,9,,15,25,13,44,50,2,Amsteldijk
1448,36,45,,,45,40,48,31,41,31,42,,36,19,42,50,2,Amsteldijk
1450,18,10,7,19,15,9,36,8,16,16,,7,14,22,22,20,7,Van der Kunstraat
1486,44,46,50,50,42,46,45,50,52,50,49,54,45,51,45,50,2,Wibautstraat
1487,41,47,46,41,47,42,36,43,40,44,41,46,44,45,45,50,2,Wibautstraat
1495,43,44,47,42,44,40,42,48,50,48,49,56,46,44,47,50,2,Wibautstraat
3771,8,4,,,,,,4,,,,,,,,20,7,
1519,42,45,43,62,44,,,33,54,52,44,52,,,65,50,6,Amsteldijk
1520,45,20,41,56,50,44,49,43,,48,43,,50,39,46,50,6,Amsteldijk
1524,43,47,46,62,44,,,37,55,53,44,51,,,66,50,6,Amsteldijk
1525,45,20,41,57,50,45,49,42,,48,43,,50,39,46,50,6,Amsteldijk
1528,44,47,49,52,44,,,47,56,55,44,51,,,67,50,6,Amsteldijk
1529,47,43,41,57,50,46,50,49,,47,43,,50,49,49,50,6,Amsteldijk
1530,45,27,40,57,50,45,50,42,,48,43,,50,57,46,50,6,Amsteldijk
1535,11,5,14,10,8,,,14,,,,14,,,,35,6,Amstelkade
1536,24,2,13,11,9,,,15,,,,,,,,35,6,Amstelkade
1537,46,46,44,56,48,44,45,48,,46,45,15,50,39,46,50,6,Amsteldijk
1538,24,2,13,20,22,,,16,,,,,,,,35,6,Amstelkade
1539,42,47,44,54,44,,,16,54,52,44,52,,,65,50,6,Amsteldijk
1541,45,24,44,56,50,43,49,45,,46,45,,50,39,45,50,6,Amsteldijk
1542,41,45,43,62,44,,,16,54,52,44,52,,,65,50,6,Amsteldijk
1544,45,20,41,56,50,43,49,45,,46,43,,50,39,45,50,6,Amsteldijk
1545,42,45,43,62,44,,,16,54,52,44,52,,,65,50,6,Amsteldijk
1549,46,46,44,55,41,44,44,42,46,46,45,,50,50,51,50,6,Amsteldijk
1556,42,46,46,52,44,,,25,56,49,44,52,,,68,50,6,Amsteldijk
1557,22,17,28,28,14,,,18,,,,25,,,,35,6,Amstelkade
1568,41,44,43,52,38,43,43,38,44,46,52,,50,58,40,50,6,Amsteldijk
1577,46,46,44,55,47,44,44,42,44,46,49,,50,53,43,50,6,Amsteldijk
1582,43,44,48,55,44,,,25,54,50,43,56,,,70,50,6,Amsteldijk
1583,4,21,,,,,,,,,,,10,,,35,6,Holendrechtstraat
1584,20,16,20,29,30,18,20,25,8,21,34,,29,20,26,50,6,Amsteldijk
1591,11,13,,,,,,14,,,,,,,,35,6,Amsteldijk
1599,43,45,49,54,45,,,25,54,50,43,56,,,70,50,6,Amsteldijk
1603,42,43,47,53,45,,,25,50,50,43,56,,,70,50,6,Amsteldijk
1604,16,20,,,,,,,,,,,10,,,35,6,Holendrechtstraat
1608,44,53,43,52,46,48,47,42,47,55,50,38,49,57,42,50,2,Mr. Treublaan
1609,12,3,31,42,21,25,6,25,11,23,15,30,22,11,8,50,2,Mr. Treublaan
1610,14,17,,,,,,17,,,,,10,,,35,6,Uithoornstraat
1612,29,35,33,42,36,24,29,25,24,26,37,35,24,31,30,50,2,Mr. Treublaan
1613,44,53,43,52,48,49,45,42,48,55,50,38,49,56,42,50,2,Mr. Treublaan
1615,21,21,27,42,28,25,25,35,19,26,15,38,34,25,33,50,2,Mr. Treublaan
1616,19,19,,,,,,20,,,,,10,,,35,6,Uithoornstraat
1617,30,26,40,48,47,25,34,37,34,32,24,38,51,32,39,50,2,Mr. Treublaan
1619,16,19,,,,,,18,,,,,10,,,35,6,Amsteldijk
1620,16,5,29,42,9,22,4,27,4,25,15,29,20,11,25,50,2,Mr. Treublaan
1627,99,101,101,102,101,101,102,101,100,102,103,100,103,104,102,100,0,A9
1658,23,22,34,,,,24,,,,,,,25,27,20,7,Peter Martensstraat
1659,22,32,25,,33,,,,,,,,,,30,20,7,Peter Martensstraat
1661,21,23,25,,28,,,,,,,,,,23,20,7,Peter Martensstraat
1664,21,22,22,,,,24,,,,,,,22,23,20,7,Peter Martensstraat
1665,21,23,25,,33,,,,,,,,,,30,20,7,Peter Martensstraat
1666,28,18,,,,,,,,,,,,,,20,7,Ben van Meerendonkstraat
1670,19,26,17,,19,,,,,,,,,,19,35,7,Peter Martensstraat
1674,21,24,18,,21,,,,,,,,,,19,20,7,Peter Martensstraat
1680,49,59,51,66,47,,,,44,51,,,54,53,63,50,3,Muiderlaan
1684,19,23,31,,26,,,,,,,,,,27,20,7,Peter Martensstraat
1685,22,26,27,,,,,,,,,,,24,30,20,7,Peter Martensstraat
1690,20,29,30,,23,,,,,,,,,,25,20,7,Peter Martensstraat
1691,22,24,26,,,,,,,,,,,20,30,20,7,Peter Martensstraat
1696,54,41,45,66,55,,69,62,56,49,,58,61,54,65,50,3,Muiderlaan
1697,51,65,52,66,60,,39,,48,54,,,59,55,64,50,3,Muiderlaan
1701,18,17,,,,,,,,,,,,,,20,7,Fritz Dietrich Kahlenbergstraat
1708,23,24,24,,,,25,,,,,,,22,29,20,7,Peter Martensstraat
1709,18,23,15,,22,,,,,,,,,,22,20,7,Peter Martensstraat
1722,43,30,40,54,36,,,,31,37,10,47,41,,,50,3,IJburglaan
1724,43,40,27,54,14,,,,29,42,33,39,42,,,50,3,IJburglaan
1728,44,36,40,53,36,,,,28,37,33,44,41,,,50,3,IJburglaan
1742,22,19,43,9,20,,,36,,42,,51,23,,,50,3,IJburglaan
1743,26,29,45,26,36,39,22,29,51,38,43,45,42,39,,50,3,IJburglaan
1746,37,30,34,37,36,,,36,,45,7,49,39,,,50,3,IJburglaan
1756,44,35,41,51,29,,,41,,42,,50,37,,,50,3,IJburglaan
1762,34,39,36,,34,,,,,,,,,33,,35,6,Bert Haanstrakade
1764,43,46,58,42,49,48,37,42,54,53,55,43,37,39,43,50,3,IJburglaan
1768,29,40,,40,,39,,28,28,28,34,,,,27,50,4,Hoofdenburgsingel
1777,15,15,,,,,,,,24,,,,,,35,6,Pijnackerstraat
1829,16,13,,,,,,13,13,21,,,22,,,35,6,Cornelis Troostplein
1785,24,25,,32,19,,,,,17,,33,,16,,35,6,Lutmastraat
1786,20,36,,,,,,18,17,22,,,,,,35,6,Lutmastraat
1788,15,6,,,,,,,,24,,22,,,,20,7,Pijnackerstraat
1790,14,18,,,,,,,,,,16,,,,35,6,Ruysdaelkade
1792,17,18,,,,,,,,,,13,,,,35,6,Ruysdaelkade
1794,23,24,,21,,30,,,16,15,20,,,22,,35,6,Tweede van der Helststraat
1795,23,22,,,30,,,,,,27,,,,,35,6,Tweede van der Helststraat
1796,30,2,,,37,,,,,,30,,,,,35,6,Tweede van der Helststraat
1797,34,33,,31,,48,,,36,24,28,,,28,,35,6,Tweede van der Helststraat
1798,13,15,32,,,,,,,,9,,,,,35,6,Ruysdaelkade
1799,31,40,37,10,49,32,22,36,35,39,,,29,33,28,50,5,Van Hilligaertstraat
1800,33,38,37,10,51,37,22,49,35,44,,,29,33,31,50,5,Van Hilligaertstraat
1801,30,31,37,32,43,50,38,20,36,40,,42,36,,33,50,5,Van Hilligaertstraat
1802,17,21,32,30,37,41,20,20,17,9,9,22,35,,13,50,5,Van Hilligaertstraat
1806,24,21,36,32,40,41,22,20,36,33,9,40,35,,30,50,5,Van Hilligaertstraat
1807,14,18,,,,,,,,,,14,,,,35,6,Ruysdaelkade
1809,31,33,33,16,31,26,30,34,42,46,32,47,20,32,,50,4,Ferdinand Bolstraat
1810,30,27,38,33,35,24,42,,25,31,47,23,44,,32,50,4,Ferdinand Bolstraat
1812,29,25,39,26,34,24,18,,21,24,37,26,37,,32,50,4,Cornelis Troostplein
1814,32,28,38,32,34,24,42,,25,13,47,23,44,,26,50,4,Ferdinand Bolstraat
1818,18,12,,,38,,,,,,,22,,,21,35,6,Rustenburgerstraat
1820,31,33,33,15,31,27,30,34,42,50,28,47,20,32,,50,4,Ferdinand Bolstraat
1821,31,33,33,11,33,27,30,34,41,50,27,44,20,32,,50,4,Ferdinand Bolstraat
1822,32,30,38,32,35,24,42,,25,8,47,24,44,,26,50,4,Ferdinand Bolstraat
1823,9,13,,,,,,,13,,,,41,,,50,6,Cornelis Troostplein
1824,13,10,,,8,,,,,3,,,,15,,50,6,Cornelis Troostplein
1825,14,6,,,,,,,,24,,22,,,,20,7,Cornelis Troostplein
1827,28,25,28,23,28,25,31,32,41,32,32,29,20,32,,50,4,Cornelis Troostplein
1828,12,8,,,8,,,,,3,,14,,21,,35,6,Cornelis Troostplein
1832,19,18,,,,,,22,13,21,,,,,,35,6,Lutmastraat
1833,15,14,,,15,,,,,14,,18,,21,,35,6,Lutmastraat
1838,21,5,,,38,,,,,,22,11,,,,35,6,Rustenburgerstraat
1842,29,25,38,36,34,24,22,,,20,34,31,37,,36,50,4,Ferdinand Bolstraat
1930,31,37,39,30,26,24,33,32,33,35,33,30,30,34,39,50,4,Ferdinand Bolstraat
1873,17,7,10,10,30,27,18,20,17,32,5,28,29,34,23,50,4,Scheldestraat
1874,23,32,22,25,23,24,22,19,9,11,29,18,19,15,20,50,4,Scheldestraat
1876,10,10,7,8,10,20,7,14,9,22,7,28,28,34,17,50,4,Scheldestraat
1877,26,32,36,25,33,32,29,19,,39,31,31,20,32,19,50,4,Scheldestraat
1878,43,46,50,42,51,39,57,47,34,17,48,56,64,50,49,50,4,Churchill-Laan
1881,29,35,26,37,27,27,35,24,38,41,32,28,29,23,33,50,4,Scheldestraat
1882,13,7,18,16,9,8,21,19,9,10,13,16,20,28,19,50,4,Scheldestraat
1883,34,31,36,38,41,36,34,39,34,17,44,46,38,41,39,50,4,Churchill-Laan
1884,41,27,47,40,45,26,30,40,54,45,44,,41,49,44,50,4,Muzenplein
1885,41,27,47,40,45,36,36,40,50,45,44,,41,48,47,50,4,Churchill-Laan
1888,41,30,51,40,44,37,40,40,41,45,44,,42,26,47,50,4,Churchill-Laan
1891,40,45,53,38,30,36,40,49,46,44,33,,36,36,49,50,4,Churchill-Laan
1892,14,13,12,18,11,24,9,36,25,13,13,,19,11,22,50,4,Churchill-Laan
1894,42,47,52,17,51,31,54,39,34,,45,51,53,48,49,50,4,Churchill-Laan
1895,10,5,18,6,7,24,20,19,9,10,13,16,20,28,19,50,4,Scheldestraat
1896,35,33,22,32,26,33,35,39,42,42,47,41,31,23,47,50,4,Scheldestraat
1898,35,35,25,32,23,33,33,39,40,43,45,39,31,23,47,50,4,Ferdinand Bolstraat
1899,43,47,51,,48,25,52,45,34,,51,45,50,48,46,50,4,Muzenplein
1901,42,48,51,,48,28,52,41,34,,45,52,49,48,47,50,4,Muzenplein
1902,30,35,18,37,26,31,35,21,43,41,39,41,31,23,47,50,4,Scheldestraat
1903,42,48,51,,48,30,53,39,34,,44,50,49,48,47,50,4,Churchill-Laan
1904,33,28,37,25,32,24,32,34,9,37,31,29,25,38,33,50,4,Ferdinand Bolstraat
1905,33,36,39,27,27,25,33,32,38,40,38,32,31,23,53,50,4,Ferdinand Bolstraat
1906,33,26,37,25,30,24,33,34,9,37,31,30,25,38,33,50,4,Ferdinand Bolstraat
1909,33,36,39,25,17,22,32,32,35,40,33,38,30,32,53,50,4,Ferdinand Bolstraat
1914,19,19,18,17,25,24,24,22,9,17,23,28,25,37,27,50,4,Scheldestraat
1917,35,35,39,32,27,33,33,37,38,43,38,39,31,23,47,50,4,Ferdinand Bolstraat
1918,28,27,31,25,32,24,29,26,9,17,29,29,25,38,31,50,4,Ferdinand Bolstraat
1919,31,28,37,25,32,24,30,34,9,37,31,29,25,38,33,50,4,Ferdinand Bolstraat
1920,34,35,40,31,27,33,33,34,38,43,38,39,31,23,47,50,4,Ferdinand Bolstraat
1922,10,10,,,,,,,,,,,,,,20,7,Vincent van Goghstraat
1925,32,34,39,33,23,37,39,33,35,39,31,27,25,34,,50,4,Ferdinand Bolstraat
1926,28,23,22,33,28,32,,20,17,29,,24,29,36,24,50,5,Van Hilligaertstraat
1927,30,27,34,31,32,37,39,20,34,43,,42,35,,35,50,5,Van Hilligaertstraat
1931,33,24,37,25,37,24,33,34,9,35,32,31,29,38,33,50,4,Ferdinand Bolstraat
1933,28,34,39,33,28,32,33,30,35,32,32,36,27,34,35,50,4,Ferdinand Bolstraat
1936,33,36,39,25,37,24,33,19,9,34,32,28,29,43,29,50,4,Ferdinand Bolstraat
1937,36,44,42,44,48,44,,26,36,46,,,29,47,35,50,5,Van Hilligaertstraat
1938,35,32,36,32,37,55,38,20,44,56,,54,41,,33,50,5,Van Hilligaertstraat
1941,35,43,36,47,42,42,,19,31,46,,,29,43,33,50,5,Van Hilligaertstraat
1942,34,34,34,32,38,54,38,20,44,47,,51,44,,33,50,5,Van Hilligaertstraat
1943,26,23,31,25,24,23,31,31,27,32,24,27,20,34,,50,4,Ferdinand Bolstraat
1944,35,40,44,10,51,44,,25,36,44,,,29,44,35,50,5,Van Hilligaertstraat
1945,13,15,32,,,,,,,,9,,,,,35,6,Ruysdaelkade
1947,17,8,,,,,,,,12,,,,,,35,6,Pienemanstraat
1948,16,11,,,,,,,,13,,,,,,35,6,Pienemanstraat
1949,27,28,22,36,37,24,24,19,9,24,37,29,29,44,21,50,4,Ferdinand Bolstraat
1950,34,31,40,37,38,24,22,,,23,37,37,43,44,40,50,4,Ferdinand Bolstraat
1951,34,32,34,32,36,54,39,20,44,47,,51,44,,33,50,5,Van Hilligaertstraat
1952,36,44,30,47,42,42,,48,31,44,,,29,43,27,50,5,Van Hilligaertstraat
1954,16,8,,,,,,10,,16,,,,,,35,6,Pijnackerstraat
1955,34,32,34,32,36,50,39,20,43,47,,51,44,,45,50,5,Van Hilligaertstraat
1956,36,44,30,47,42,42,,19,31,41,,,29,43,27,50,5,Van Hilligaertstraat
1959,47,44,47,74,46,,,,48,,,6,70,54,,50,5,Van Boshuizenstraat
1962,46,47,44,54,48,42,,,47,,,11,70,53,,50,5,Van Boshuizenstraat
1965,30,29,32,24,35,32,27,25,43,22,,33,30,33,27,45,4,AnonymousRoadnl14131879
1968,29,28,31,29,33,31,27,28,42,22,,31,32,29,27,45,4,AnonymousRoadnl14131879
2002,35,39,38,35,39,32,37,31,42,35,36,,28,,26,50,4,Europaboulevard
2003,48,63,59,57,54,60,,,63,,,49,63,71,55,50,4,Europaboulevard
2005,37,41,46,39,40,47,,,50,20,,43,58,53,40,50,4,Europaboulevard
2007,30,28,36,30,32,27,34,29,38,35,40,,26,,21,45,4,AnonymousRoadnl14131879
2011,31,24,,29,31,,34,32,37,35,,,26,,20,45,4,AnonymousRoadnl14131879
2015,23,27,,25,,,21,24,26,,,,25,,,50,4,De Borcht
2018,31,32,36,33,35,47,,,47,23,,38,45,33,37,45,4,AnonymousRoadnl14131879
2020,22,25,,17,,,22,22,26,,,,25,,,50,4,De Borcht
2025,25,27,,27,,,25,31,26,,,,26,,,50,4,De Borcht
2026,35,33,43,38,35,24,,,37,,,34,36,40,29,50,5,Van Boshuizenstraat
2027,28,24,31,28,32,31,32,32,39,28,,26,30,28,27,45,4,AnonymousRoadnl14131879
2028,45,48,42,55,54,42,,,50,,,43,45,45,26,50,5,Van Boshuizenstraat
2037,56,65,78,66,64,58,63,,71,70,77,65,54,56,106,50,4,Holterbergweg
2038,57,60,55,58,64,57,61,40,67,83,65,77,53,,56,50,4,Holterbergweg
2174,33,35,47,35,33,,,,,,42,,,,,50,4,Joan Muyskenweg
2175,35,32,36,32,20,,,,,,,37,,,36,50,4,Joan Muyskenweg
2176,38,43,47,36,42,,,,,,42,,,,,50,4,Joan Muyskenweg
2181,39,35,38,35,34,,,,,,,40,,,45,50,4,Joan Muyskenweg
2832,69,14,,75,91,83,73,87,72,85,74,99,71,83,70,20,7,
2186,43,49,47,50,46,,,,,,51,,,,,50,4,Joan Muyskenweg
2187,45,53,49,50,36,,,,,,,40,,,49,50,4,Joan Muyskenweg
2190,20,58,29,48,41,56,92,,,21,,29,43,67,48,50,6,Machineweg MP
2191,37,22,19,17,23,23,,,,24,17,,34,23,,80,3,Gooilandseweg
2199,41,40,37,44,40,38,,,52,66,46,,50,47,52,50,4,Van der Madeweg
2202,50,56,49,57,30,,,,,,,47,,,56,50,4,Joan Muyskenweg
2203,47,55,51,54,53,,,,,,56,,,,,50,4,Joan Muyskenweg
2208,9,53,60,38,54,57,,,,,56,,,,,50,4,Van der Madeweg
2227,50,28,47,55,76,50,54,54,,,60,,,35,62,60,6,Maxisweg
2228,42,55,28,,56,67,51,33,,34,43,,27,71,50,60,6,Maxisweg
2229,91,91,89,91,83,85,85,93,95,99,102,95,97,99,100,100,0,A1
2232,28,26,24,26,39,35,,,45,29,,,26,,29,50,5,AnonymousRoadnl15132764
2233,36,35,,,,,,,,,,,,,,30,6,Rondehoep Oost
2236,27,33,27,27,39,,,25,,27,,,30,,,50,5,AnonymousRoadnl15132764
2237,32,34,,,,,,,,,,,,,,30,6,Rondehoep Oost
2239,31,33,32,,,,,,,,,,,,,20,7,Van Houten Industriepark
2242,27,30,35,27,39,,,29,,25,,,29,,,20,7,Van Houten Industriepark
2254,35,39,41,23,,30,,,39,26,,,,,25,20,7,Van Houten Industriepark
2256,36,41,33,,39,,,34,,31,,,33,,,20,7,Van Houten Industriepark
2268,27,37,24,29,43,34,,,27,27,,,,,24,20,7,Van Houten Industriepark
2328,44,47,45,45,53,48,56,,49,49,52,56,52,,61,30,6,Coen van Boshuizenlaan
2338,38,49,44,39,46,38,49,,43,40,42,44,38,,54,30,6,Coen van Boshuizenlaan
2355,48,50,48,,54,47,59,,54,52,53,59,57,,63,20,7,Tureluur
2358,51,59,47,51,68,,53,56,65,60,57,34,55,57,,20,7,Boterbloem
2361,49,60,52,48,61,,54,56,56,54,54,41,54,54,,20,7,Boterbloem
2374,46,43,55,,,50,,,43,,,,,,,35,7,Sniep
2376,47,42,,,,,,45,,,,,,,,35,7,Sniep
2387,43,43,47,,,50,,,43,,,,,,,50,5,Jan Benninghweg
2418,46,55,57,56,57,,51,48,,60,53,50,51,51,48,80,3,Provincialeweg
2423,44,43,53,,,49,,,48,,,,,,,20,7,Bullewijkpad
2425,46,42,,,,,,45,,,,,43,,,20,7,Bullewijkpad
2427,16,28,20,,14,13,17,11,20,7,3,13,10,24,13,80,3,Provincialeweg
2432,13,41,27,7,15,,13,43,,45,,34,9,44,8,80,3,Muiderstraatweg
2440,10,25,20,,10,,30,11,,10,,13,,,,50,3,Muiderstraatweg
2442,29,42,38,,,29,,,,36,,12,43,,39,30,7,Jan Persijnstraat
2445,27,31,37,,26,29,22,,19,36,24,12,17,24,39,80,3,Muiderstraatweg
2449,35,37,38,,43,35,34,,19,38,40,47,39,24,47,30,7,Jan Persijnstraat
2453,34,39,46,42,44,,40,43,,42,29,34,39,40,45,20,7,Jan Persijnstraat
2458,25,39,42,42,21,,39,43,,38,29,34,33,40,41,80,3,Provincialeweg
2460,18,27,40,,,20,,,,36,27,18,45,27,30,30,7,Zilvermeeuw
2462,19,31,28,,10,,34,28,,18,,20,,,,30,7,Zilvermeeuw
2465,22,39,31,42,7,,40,43,,38,,34,33,40,8,30,7,Purperreiger
2475,47,57,53,48,45,,56,54,56,55,54,52,49,55,,80,3,Weteringweg
2488,45,46,43,,51,44,59,,49,49,52,54,53,31,60,30,7,Ransuil
2494,48,55,41,46,66,,51,54,63,58,57,34,53,52,,80,3,Muiderstraatweg
2501,43,44,42,,50,43,59,,49,49,52,52,53,31,60,30,6,Coen van Boshuizenlaan
2506,41,51,32,46,56,,50,52,62,52,42,34,48,50,,30,6,Coen van Boshuizenlaan
2509,46,55,41,46,66,,51,53,63,52,57,34,49,50,,80,3,Muiderstraatweg
2511,43,50,47,41,36,,52,52,46,43,50,50,41,53,,50,5,Huntumdreef
2523,48,54,52,45,56,50,70,,49,46,52,56,53,,61,80,3,Weteringweg
2527,40,41,39,,46,41,42,,21,46,50,47,48,24,58,80,3,Muiderstraatweg
2529,87,94,89,93,90,97,88,99,92,89,97,108,98,92,96,80,3,Muiderstraatweg
2530,42,40,39,,49,42,46,,49,46,50,47,52,28,58,100,0,Gaasperdammerweg
2534,38,50,23,45,55,,28,47,56,52,,34,44,51,,80,3,Muiderstraatweg
2539,18,28,13,,16,13,17,11,20,12,22,20,21,24,25,80,3,Provincialeweg
2557,29,29,,,,35,,,,,,,,,,20,7,Van Houten Industriepark
2571,29,28,,,,35,,,,,,,,,,20,7,Van Houten Industriepark
2573,31,25,,,,35,,,,,,,,,,20,7,Van Houten Industriepark
2576,11,19,,,,,,,,,,,,,,20,7,Van Houten Industriepark
2577,70,67,69,86,75,74,95,,,81,,70,72,82,79,80,3,Gooilandseweg
2578,67,62,59,25,68,63,77,69,,76,,,,,78,80,3,Gooilandseweg
2582,56,58,61,54,71,67,65,58,,63,,,,,67,30,7,Jaagpad
2642,37,46,29,,32,49,58,40,41,48,,,39,,,20,7,Van Houten Industriepark
2658,39,47,,,39,,66,45,,35,,,39,,,20,7,Van Houten Industriepark
2661,40,54,48,,,51,,,,42,27,40,,,50,20,7,Van Houten Industriepark
2668,26,27,,,,,,,,,,,,,,30,7,Het Pontveer
2678,43,54,50,,,49,,,,42,46,43,,,43,20,7,Van Houten Industriepark
2683,40,49,39,,47,49,54,42,42,49,,,39,,,20,7,Van Houten Industriepark
2772,67,5,6,12,59,,60,64,92,80,59,58,77,82,,20,7,Van Houten Industriepark
2784,25,39,,,,,,77,,,,,,,,20,7,De Entree
2785,69,9,,74,90,79,73,87,71,85,74,99,71,82,70,20,7,De Entree
2786,13,13,14,,,,2,,,,,,,,,70,2,Gooiseweg
2788,43,11,9,31,40,49,37,45,,57,44,62,,45,49,20,7,
2789,11,4,9,29,21,,13,29,,21,,,,28,13,20,7,
2793,16,12,,,,,,,,,,,,,,20,7,Kelbergen
2799,28,11,21,11,22,20,25,,44,38,8,39,,31,45,20,7,
2801,25,39,,,,,,,,,,,,,,50,5,Karspeldreef
2802,16,7,3,9,6,9,21,27,8,14,18,59,,10,18,20,7,
2803,30,19,6,,21,6,147,,36,30,8,8,,,42,20,7,
2804,16,13,14,,,,,,,,,,,,,50,5,Gooiseweg
2812,48,39,54,64,47,,60,,60,,,60,57,,54,20,7,Kelbergen
2815,24,26,26,,,,,,,,,,26,25,,20,7,Hullenbergweg
2816,42,44,49,31,47,,43,52,,42,,,,46,45,20,7,Hullenbergweg
2817,36,20,14,3,24,20,23,10,20,14,39,54,41,54,64,50,4,Holterbergweg
2823,31,32,45,,37,37,38,44,44,35,38,59,,34,,20,7,Kelbergen
2824,31,29,38,29,37,,48,36,34,28,,,,46,30,20,7,
2827,39,39,36,33,24,28,42,48,46,,,,,49,25,20,7,
2828,34,27,49,29,39,,48,44,,42,,,,46,36,20,7,
2831,35,32,,,40,57,38,,,,38,59,,36,,20,7,
2833,7,7,9,,,,,,,,,,,,,70,2,Gooiseweg
2834,17,10,,,,,,,,,,,,,,35,6,Hondsrugweg
2835,32,42,41,43,38,37,,44,38,35,8,,6,,,20,7,
2840,35,24,26,72,18,,15,,48,,,39,50,,21,20,7,Kelbergen
2845,32,34,37,40,41,37,52,,46,,,,,36,5,20,7,Kelbergen
2846,10,31,,24,,,,,3,,,,,27,7,20,7,
2850,74,82,69,75,75,111,79,77,71,75,88,78,73,77,67,20,7,
2851,19,12,9,,,,3,12,,,,,,,,70,2,Gooiseweg
2853,38,36,48,45,43,39,,45,33,51,29,,47,,,20,7,
2856,13,15,7,,2,8,26,,2,25,19,5,,,18,20,7,
2860,41,37,,,43,54,43,,,,42,48,,42,,20,7,Kelbergen
2865,21,63,,37,26,,32,,,14,,,,,,50,5,Gooiseweg
2866,26,27,30,,,,,,,,,,23,26,,20,7,Hullenbergweg
2867,21,31,28,29,8,,43,36,34,27,,,,25,25,20,7,Hullenbergweg
2868,37,38,32,20,27,20,32,23,8,53,58,54,,,88,50,4,Holterbergweg
2870,30,49,42,,,,,,,,,,52,44,,20,7,Hullenbergweg
2871,23,31,30,29,28,,38,34,31,23,,,,30,12,20,7,Hullenbergweg
2872,25,32,32,22,22,,,,,,,,,,,20,7,Burgemeester Stramanweg
2874,28,47,31,,,,,,,,,,25,37,,20,7,Hullenbergweg
2875,42,44,6,,37,,51,,47,44,12,39,,,48,20,7,Hullenbergweg
2876,37,23,14,7,3,11,16,23,33,25,39,53,38,54,58,50,4,Holterbergweg
2879,29,14,12,,,,10,16,,,,,,,,20,7,
2880,34,24,34,42,36,35,36,38,30,32,34,,36,34,,20,7,Kelbergen
2884,35,49,42,,,,,,,,,,51,,,20,7,
2885,74,82,69,75,75,110,79,77,71,76,87,78,73,72,67,70,2,Gooiseweg
2886,21,8,7,,,,2,12,,,,,,,,20,7,Hullenbergweg
2887,25,25,39,38,,38,31,27,,26,19,,25,53,,20,7,
2893,22,21,21,3,,22,36,26,,32,18,,36,33,,20,7,Hullenbergweg
2898,23,7,30,10,15,27,44,12,22,,,11,12,20,27,35,6,Hondsrugweg
2899,45,49,41,42,44,38,54,,47,41,,52,42,49,,50,5,Gooiseweg
2902,40,39,42,46,40,44,40,39,34,39,48,,40,18,,35,6,Laarderhoogtweg
2903,33,33,30,29,27,27,32,,32,33,,39,25,34,,50,5,Gooiseweg
2906,14,30,,,4,,41,,5,,,,,,4,50,5,Karspeldreef
2910,19,23,20,32,,30,36,18,,30,13,,36,33,,20,7,Hullenbergweg
