id,msbase,ms1800,ms1815,ms1830,ms1845,ms1900,ms1915,ms1930,ms1945,ms2000,ms2015,ms2030,ms2045,ms2100,ms2115,speedlimit
601,60,64,,,43,,,,,38,68,,,40,,50
602,49,,,,,,,,,52,,,,,,50
603,61,73,,42,50,,,,,47,71,,,45,37,50
604,42,,,,,,,,,22,,,,,,50
605,57,68,,27,43,,,,,39,68,,,40,20,50
606,71,71,81,74,72,72,81,66,70,84,68,89,77,73,72,70
607,73,76,71,77,78,75,78,74,74,74,80,79,69,83,102,70
608,64,79,,57,70,,,,,53,74,,,51,50,50
609,57,,,,,,,,,58,,,,,,50
610,,,,,,,,,,,,,,,,30
611,,,,,,,,,,,,,,,,30
612,64,79,,58,74,,,,,53,74,,,48,49,50
613,54,,,,,,,,,58,,,,,,50
614,71,75,84,80,76,75,82,71,74,84,79,102,84,77,77,70
615,59,78,,57,69,,,,,53,66,,,45,47,50
616,50,,,,,,,,,56,,,,,,50
617,96,98,100,99,101,101,106,100,102,101,102,98,100,100,101,100
618,45,53,60,65,49,47,42,56,54,52,57,50,52,44,42,70
619,45,53,58,65,49,52,40,56,51,47,48,50,52,44,26,70
620,48,54,60,65,55,48,51,56,54,54,57,56,54,44,59,70
621,50,47,49,52,48,52,49,49,50,52,53,50,49,55,60,100
622,44,53,56,65,49,64,39,46,51,39,44,50,52,44,26,70
623,29,20,32,32,33,29,26,27,35,36,45,43,25,28,21,70
624,29,17,30,37,30,28,26,27,35,38,45,43,27,32,25,70
625,29,17,30,37,30,28,26,27,35,37,45,43,27,28,24,70
626,30,25,29,37,35,36,25,32,37,35,24,43,16,37,15,70
627,24,13,34,16,37,32,49,21,19,16,28,,16,12,60,70
628,26,24,29,34,36,44,33,54,39,12,42,4,33,33,,70
629,40,53,55,65,48,63,34,46,49,33,39,50,49,44,26,70
630,36,25,42,52,34,43,33,43,47,29,39,37,36,36,26,70
631,41,,,,32,45,,,,,,,,,69,50
632,43,,40,,,,,,44,,,,,,,50
633,39,49,41,16,40,32,49,24,18,36,33,,20,22,62,70
634,38,25,36,37,42,50,41,48,39,12,46,6,33,36,,130
635,25,25,19,52,55,20,35,43,4,27,37,40,58,20,59,70
636,41,50,46,31,40,34,49,32,33,50,39,,52,42,63,70
637,32,13,49,61,18,63,25,42,39,26,39,37,27,36,19,70
638,39,29,22,38,45,48,45,38,45,34,41,43,37,42,21,130
639,36,,,37,,32,,,,,,,,,48,50
640,40,,40,,37,32,,,15,,,,,,,50
641,45,37,36,37,45,50,50,45,50,51,39,45,38,50,45,100
642,45,47,45,42,48,43,48,44,44,54,54,61,50,37,63,80
643,62,66,65,66,63,68,65,63,61,69,69,72,66,74,69,70
644,17,19,9,12,55,17,12,42,6,21,30,28,57,13,60,80
645,40,42,38,41,55,44,45,55,48,46,53,45,57,38,69,80
646,45,34,14,41,47,47,49,44,52,50,47,43,43,45,43,130
647,43,33,16,34,44,46,49,42,47,50,31,51,42,45,44,100
648,47,46,49,48,48,50,,53,,,44,,48,47,53,50
649,47,48,42,46,56,51,51,47,74,52,45,48,,52,,50
650,12,,21,15,,,,,16,18,,,,,,35
651,21,,22,,,,,34,,,,,,,,35
652,52,57,53,61,63,53,54,59,63,58,54,54,60,51,73,100
653,39,,40,,37,35,,,27,,,,,,,50
654,33,,,37,,30,,,,,,,,,43,50
655,62,57,60,67,70,59,61,67,66,59,63,62,64,57,76,100
656,27,,,39,29,30,,,,,,,,,40,50
657,32,,40,,27,27,,,27,,,,,,,50
658,96,98,102,98,100,101,106,101,101,100,102,97,100,101,101,100
659,74,71,78,79,79,73,76,76,81,80,81,81,79,73,100,100
660,96,71,69,99,101,101,98,105,103,104,100,102,101,100,105,100
661,81,56,57,82,88,84,83,82,87,90,93,87,86,87,86,130
662,24,,17,41,,,,34,,,30,,,,,35
663,25,,,,,26,20,,,,,,21,,,35
664,93,68,66,98,98,100,95,100,94,97,99,99,100,98,102,100
665,30,35,,24,45,,23,,,26,,,,,,50
666,26,,21,,39,,,,34,24,,,,,,50
667,33,35,,,45,,41,,,30,,,,,,50
668,28,,30,,39,,,,41,37,,,,,,50
669,39,,,,,,,,,,,,,,,35
670,16,,,,,,,,,,,,,,,35
671,9,,,,,,,,,,,,,,,35
672,12,,,,,,,,,,,,,,,35
673,22,,,,,,,,,,,,,,,30
674,23,,,,,,,,,,,,,,,35
675,,,,,,,,,,,,,,,,35
676,,,,,,,,,,,,,,,,30
677,17,,,,,,,,,,,,,,,30
678,,,,,,,,,,,,,,,,30
679,,,,,,,,,,,,,,,,30
680,28,,,,,,,,,,,,,,,35
681,,,,,,,,,,,,,,,,35
682,,,,,,,,,,,,,,,,20
683,,,,,,,,,,,,,,,,20
684,25,,,,,,,,,,,,,,,35
685,,,,,,,,,,,,,,,,35
686,32,,,,,,,,,,,,,,,30
687,,,,,,,,,,,,,,,,30
688,8,,,21,,,,,,,18,,,,,30
689,,,,,,,,,,,,,,,,30
690,,,,,,,,,,,,,,,,30
691,,,,,,,,,,,,,,,,30
692,,,,,,,,,,,,,,,,30
693,,,,,,,,,,,,,,,,30
694,33,,,,,,,,,,,,46,,,35
695,24,,,24,,,,,,,29,,,,,35
696,28,,,,3,,,,20,,,,,,,30
697,,,,25,,30,,,,,,,,,,30
698,,,,,,,,,,,,,,,,30
699,,,,,,,,,,,,,,,,30
700,,,,,,,,,,,,,,,,30
701,,,,,,,,,,,,,,,,30
702,,,,,,,,,,,,,,,,20
703,,,,,,,,,,,,,,,,30
704,,,,,,,,,,,,,,,,30
705,,,,,,,,,,,,,,,,20
706,,,,,,,,,,,,,,,,20
707,,,,,,,,,,,,,,,,35
708,,,,,,,,,,,,,,,,35
709,,,,,,,,,,,,,,,,20
710,,,,,,,,,,,,,,,,20
711,,,,,,,,,,,,,,,,30
712,,,,,,,,,,,,,,,,30
713,,,,,,,,,,,,,,,,20
714,,,,,,,,,,,,,,,,20
715,,,,,,,,,,,,,,,,20
716,,,,,,,,,,,,,,,,20
717,,,,,,,,,,,,,,,,20
718,,,,,,,,,,,,,,,,20
719,,,,,,,,,,,,,,,,20
720,,,,,,,,,,,,,,,,20
721,,,,,,,,,,,,,,,,20
722,,,,,,,,,,,,,,,,20
723,,,,,,,,,,,,,,,,35
724,24,,,,,,,,,,,,,,,35
725,17,,,,,,,,,,,,,,,35
726,,,,,,,,,,,,,,,,35
727,,,,,,,,,,,,,,,,20
728,,,,,,,,,,,,,,,,20
729,50,,,,,,,,,,,,,,,35
730,41,,,,,,,,,,,,46,,,35
731,,,,,,,,,,,,,,,,30
732,,,,,,,,,,,,,,,,30
733,,,,,,,,,,,,,,,,30
734,,,,,,,,,,,,,,,,30
735,,,,,,,,,,,,,,,,20
736,,,,33,,46,,,,,,,23,,,30
737,,,,,,,,,,,,,,,,20
738,30,,,,,,,,30,,,,,,,30
739,,,,,,,,,,,,,,,,20
740,,,,,,,,,,,,,,,,20
741,,,,,,,,,,,,,,,,30
742,,,,,,,,,,,,,,,,30
743,,,,,,,,,,,,,,,,35
744,,,,,,,,,,,,,,,,35
745,,,,,,,,,,,,,,,,20
746,,,,,,,,,,,,,,,,20
747,,,,,,,,,,,,,,,,35
748,,,,,,,,,,,,,,,,35
749,,,,,,,,,,,,,,,,35
750,,,,,,,,,,,,,,,,35
751,,,,3,,,,,,,,,,,,30
752,,,,3,,,,,,,,,,,,30
753,,,,,,,,,,,,,,,,35
754,,,,,,,,,,,,,,,,35
755,51,,,,,,,,,,,,,,,35
756,49,,,,,,,,,,,,47,,,35
757,,,,,,,,,,,,,,,,35
758,,,,,,,,,,,,,,,,35
1018,,,,,,,,,,,,,,,,35
759,,,,,,,,,,,,,,,,20
760,,,,,,,,,,,,,,,,20
761,,,,,,,,,,,,,,,,35
762,,,,,,,,,,,,,,,,35
763,,,,,,,,,,,,,,,,20
764,16,,,,,,,,,,,,,,,20
765,,,,3,,,,,,,,,,,,30
766,,,,3,,,,,,,,,,,,30
767,,,,,,,,,,,,,,,,30
768,,,,,,,,,,,,,,,,30
769,33,,,,,,,,39,,,,,,,30
770,,,,26,,46,,,,,,,30,,,30
771,,,,,,13,,,,,,,,,,35
772,,,,,,,,,,,,,,,,35
773,46,,42,,49,47,,47,55,,42,,,,,50
774,42,,,,40,48,39,,,,,,43,,61,50
775,28,,,,,,,,,,,,,,,30
776,,,,,,,,,,,,,,,,30
777,94,99,101,99,99,99,106,97,100,100,102,98,101,101,101,100
778,45,,40,,38,40,,18,63,,27,,,,,50
779,94,99,101,98,98,99,105,97,100,99,102,98,101,102,100,100
780,20,,,,,,,,,,,,,,,30
781,,,,,,,,,,,,,,,,30
782,95,59,64,98,100,99,97,101,98,96,101,99,100,100,102,100
783,,,,,,,,,,,,,,,,30
784,21,,,,,18,,,,,,,,,,30
785,36,,,41,,,,48,,,35,,,,,35
786,37,,,,,40,36,,,,,,51,,,35
787,94,99,101,98,99,99,105,97,99,99,102,98,101,102,101,100
788,94,99,99,98,98,99,105,98,98,98,102,98,100,101,100,100
789,3,,,,,,,,,,,,,,,30
790,19,,,,,,,,,,,,,,,30
791,27,,15,41,,,,48,,,30,,,,,35
792,24,,,,,32,36,,,,,,34,,,35
793,94,64,66,98,99,99,96,100,95,97,100,99,100,98,102,100
794,,,,,,,,,,,,,,,,35
795,,,,,,,,,,,,,,,,35
796,,,,,,,,,,,,,,,,30
797,,,,,,,,,,,,,,,,30
798,42,,,,,35,34,,,,,,51,,,35
1019,,,,,,,,,,,,,,,,35
799,41,,,43,,,,41,,,38,,,,,35
800,22,,,,,,,,,,,,,,,30
801,,,,,,,,,,,,,,,,30
802,,,,,,,,,,,,,,,,35
803,,,,,,,,,,,,,,,,35
804,,,,,,,,,,,,,,,,30
805,2,,,,,,,,,,,,,,,30
806,29,,40,,32,9,,7,57,,25,,,,,50
807,41,,,,50,47,39,,,,,,44,,59,50
808,,,,,,,,,,,,,,,,35
809,,,,,,,,,,,,,,,,35
810,,,,,,,13,,,,,,,,,35
811,,,,,,,,,,,,,,,,35
812,,,,,,,15,,,,,,,,,35
813,,,,,,,14,,,,,,,,,35
814,,,,,,,,,,,,,,,,30
815,,,,,,,,,,,,,,,,30
816,,,,,,,,,,,,,,,,30
817,23,,,,,,,,,,,,,,,30
818,20,,,,,,,,,,,,,,,30
819,,,,,,19,,,,,,,,,,30
820,,,,,,,15,,,,,,,,,35
821,,,,,,,,10,,,,,,,,35
822,41,,,41,,,,15,,,41,,,,,35
823,41,,,,,,15,,,,,,47,,,35
824,,,,,,,,,,,,,,,,30
825,,,,,,,,,,,,,,,,30
826,,,,,,,,,,,,,,,,30
827,,,,,,,,,,,,,,,,30
828,,,,,,,,,,,,,,,,30
829,18,,,23,,,,,,,19,,,,,30
830,,,,24,,26,,,,,,,,,,30
831,,,,,,,,,19,,,,,,,30
832,,,,,,,,,,,,,,,,30
833,,,,,,,,,,,,,,,,30
834,,,,22,,,,,,,,,,,,30
835,,,,,,,,,3,,,,,,,30
836,,,,24,,30,,,,,,,,,,30
837,25,,,,3,,,,18,,,,,,,30
838,25,,,,3,,,,17,,,,,,,30
839,,,,24,,30,,,,,,,,,,30
840,,,,,,,,,,,,,,,,30
841,,,,,,,,,,,,,,,,30
842,,,,,,,,,6,,,,,,,30
843,,,,24,,25,,,,,,,,,,30
905,23,,18,,16,,,46,,,,,,16,,20
844,,,,,,,,,,,,,,,,30
845,,,,,,,,,,,,,,,,30
846,38,,,,,,,,,,,,,,,30
847,,,,,,,,,,,,,,,,30
848,,,,,,,14,,,,,,,,,35
849,,,,,,,,17,,,,,,,,35
850,,,,,,,,,,,,,,,,35
851,,,,,,,,,,,,,,,,35
852,,,,,,,,15,,,,,,,,35
853,,,,,,,13,,,,,,,,,35
854,18,,,,19,,,,26,,,,,,21,35
855,,,,,,,,,,,,,,,,35
856,,,25,25,,,,,,17,,,,,,35
857,28,,,,20,,,,25,,,,,,25,35
858,19,16,24,,,,,,,,,,,,,20
859,23,,,,3,,,,,,,,,,,35
860,25,26,11,27,14,22,29,20,33,27,23,21,37,115,,50
861,20,15,11,,,17,36,,,,,,,,,20
862,22,,36,,18,,,25,,,,,,23,,20
863,,,,,,,,,,,,,,,,35
864,,,,,,,,,,,,,,,,35
865,,,,,,,,,,,,,,,,35
866,13,16,11,,,,,,,,,,,,,20
867,,,,,,,,,,,,,,,,35
868,,,,,,,,,,,,,,,,35
869,,,,,,,,,,,,,,,,35
870,27,,,,25,,,,19,,,,,,21,35
871,,,,,,,,,,,,,,,,35
872,,,,,,,,,,,,,,,,35
873,22,,,,25,,,,26,,,,,,21,35
874,22,,,,3,,,,,,,,,,,35
875,,,,,,,,,,,,,,,,20
876,,,,,,,,,,,,,,,,20
877,29,,,,25,,,,18,,,,,,,35
878,,,,,,,,,,,,,,,,35
879,21,,,,,15,,,,,,,,,,20
880,20,,28,,16,,,,,,,,,19,,20
881,,,,,,,,,,,,,,,,35
882,,,,,,,,,,,,,,,,35
883,,,,,,,,,,,,,,,,35
884,,,,,,,,,,,,,,,,35
885,,,,,,,,,,,,,,,,35
886,17,13,11,,,16,,,,,,,,,,20
887,23,,36,,18,,,,24,,,,,21,,20
888,13,13,11,,,,,,,,,,,,,20
889,22,,,,3,,,,,,,,,,,35
890,,,,,,,,,,,,,,,,35
891,,,,,,,,,,,,,,,,35
892,,,,,,,,22,23,,,,,,,35
893,28,,,,,,,,24,,,,,,,35
894,29,,,,3,,,,,,,,,,,35
895,,,,,,,,,,,,,,,,20
896,,,,,,,,,,,,,,,,20
897,27,,,,3,,,,,,,,,,,35
898,21,16,24,,,,,,,,,,,,,20
899,,,,,,,,,,,,,,,,20
900,,,,,,,,,,,,,,,,35
901,,,,,,,,,,,,,,,,20
902,,,,,,,,,,,,,,,,20
903,13,,15,,16,,,,,,,,,,,20
904,28,,,,27,,,22,17,,,,,,,35
906,,,,,,,,,,,,,,,,35
907,,,,,,,,,,,,,,,,35
908,9,,11,,,,,,,,,,,,,20
909,,,,,,,,,,,,,,,,35
910,47,,,,,,,,,,,,,,,35
911,,,,,,,,,,,,,,,,35
912,,,,,,,,,,,,,,,,35
913,,,,,,,,,,,,,,,,20
914,28,,,,28,,,22,32,,,,,,,35
915,,,,,,,,,,,,,,,,35
916,27,,,,28,,,22,32,,,,,,,35
917,,,,,,,,,,,,,,,,20
918,,,,,,,,,,,,,,,,20
919,,,,,,,,,,,,,,,,35
920,,,,,,,,,,,,,,,,35
921,,,,,,,,,,,,,,,,35
922,,,,,,,,,,,,,,,,35
923,,,,,,,,,,,,,,,,35
924,,,,,,,,,,,,,,,28,20
925,,,,,,,,,,,,,,,,20
926,,,,,,,,,,,,,,,,20
927,,,,,,,,,,,,,,,,20
928,,,,,,,,,,,,,,,,20
929,,,,,,,,,,,,,,,,20
930,28,,,,28,,,24,31,,,,,,,35
931,,,,,,,,,,,,,,,,35
932,,,,,,,,,,,,,,,,35
933,,,,,,,,,,,,,,,,35
934,,,,,,,,,,,,,,,,20
935,,,,,,,,,,,,,,,,20
936,,,,,,,,,,,,,,,,35
937,,,,,,,,,,,,,,,,35
938,,,,,,,,,,,,,,,,20
939,,,,,,,,,,,,,,,,20
940,,,,,,,,,,,,,,,,35
941,,,,,,,,,,,,,,,,35
942,,,,,,,,,,,,,,,,35
943,,,,,,,,,,,,,,,,35
944,,,,,,,,,,,,,,,25,20
945,,,,,,,,,,,,,,,,20
946,,,,,,,,,,,,,,,,20
947,,,,,,,,,,,,,,,,20
948,,,,,,,,23,,,,,,,,35
949,,,,,,,,,26,,,,,,,35
950,,,,,,,,,,,,,,,,20
951,,,,,,,,,,,,,,,,20
952,43,10,16,8,45,44,,42,39,46,39,27,,45,51,50
953,45,36,44,45,48,48,43,48,48,47,46,45,55,115,,50
954,,,,,,,,,,,,,,,,35
955,24,,,,,10,,,,,,,,,,35
956,46,31,44,45,49,48,36,49,48,50,48,39,55,115,,50
957,,,,,,,,,,,,,,,,20
958,,,,,,,,,,,,,,,,20
959,,,,,,,,,,,,,,,,20
960,23,,,,,,,,,,,,,,,20
961,38,9,10,15,43,38,,42,39,43,35,27,,39,41,50
962,,,,,,,,,,,,,,,,35
963,25,,,,,18,,,,,,,,,,35
3579,,,,,,,,,,,,,,,,20
964,,,,,,,,,,,,,,,,35
965,,,,,,,,,,,,,,,,35
966,,,,,,,,,,,,,,,,35
967,,,,,,,,,,,,,,,,35
968,20,,,,3,,,,,,,,,,,35
969,42,36,117,45,46,44,30,45,38,41,43,40,45,115,,50
970,,,,,,,,,,,,,,,,50
971,,,,,,,,,,,,,,,,50
972,29,7,9,11,31,27,,33,32,39,19,27,,34,36,50
973,20,,,,3,,,,,,,,,,,35
974,,,,,,,,,,,,,,,,35
975,,,,,,,,,,,,,,,,35
976,21,,,,3,,,,,,,,,,,35
977,,,,,,,,,,,,,,,,35
978,,,,,,,,,,,,,,,,35
979,22,,,,3,,,,,,,,,,,35
980,,,,,,,,,,,,,,,,35
981,,,,,,,,,,,,,,,,20
982,,,,,,,,,,,,,,,,20
983,33,28,30,32,34,34,36,42,32,39,33,27,,33,37,50
984,33,14,26,33,37,31,37,40,32,39,31,27,,37,38,50
985,,,,,,,,,,,,,,,,35
986,22,,,,3,,,,,,,,,,,35
987,,,,,,,,,,,,,,,,35
988,,,,,,,,,,,,,,,,20
989,,,,,,,,,,,,,,,,35
990,,,19,22,18,,,,,17,,,,,,35
991,,,,,17,,,,,,,,,,,35
992,28,,,,,,,,,,,,,,,20
993,22,26,17,22,20,27,20,27,23,22,24,22,33,22,,50
994,25,9,14,16,26,20,36,28,32,39,16,27,,30,36,50
995,33,35,11,25,34,33,28,38,38,27,31,35,43,115,,50
996,25,,10,,,,36,,,,23,,,,,50
997,28,21,28,27,32,31,36,40,32,39,30,27,,30,37,50
998,,,,,,,,,,,,,,,,35
999,,,,,,,,,,,,,,,,35
1000,,,,,,,,,,,,,,,,35
1001,,,,,,,,,,,,,,,,35
1002,23,9,14,15,24,27,36,40,32,39,18,27,,30,37,50
1003,25,,,,,,,28,,,,,,,,50
1004,23,26,28,24,23,26,24,32,33,21,23,20,32,115,,50
1005,27,26,11,30,24,25,29,28,33,27,22,27,43,115,,50
1006,,,,,,,,,,,,,,,,35
1007,28,30,24,22,31,28,19,24,37,33,25,23,36,33,,50
1008,23,,,,3,,,,,,,,,,,35
1009,23,26,36,24,22,23,24,21,33,27,23,20,32,115,,50
1010,41,36,37,36,45,44,43,43,41,44,,46,46,38,,50
1011,36,10,14,36,37,37,37,43,39,39,40,27,,43,40,50
1012,44,6,35,14,47,44,,42,39,48,40,27,,47,51,50
1013,43,36,44,50,48,48,43,46,48,47,45,45,55,115,,50
1014,23,,,,,,,,,,,,,,,20
1015,,,,,,,,,,,,,,,,20
1016,,,,,,,,,,,,,,,,35
1020,44,8,35,26,47,45,,42,42,49,41,27,,47,51,50
1021,37,33,43,47,42,41,47,37,46,27,44,42,54,49,,50
1022,,,,,,,,,,,,,,,,20
1023,25,,,,,,,,,,,,,,,20
1024,6,,,,,3,,,,,,,,,,20
1025,,,,,,,,,,,,,,,,20
1026,41,,,,58,,,,,,,,,,,50
1027,39,,,,,,,,,,,,,,,50
1028,40,,,,63,,,,,,,,,,,50
1029,32,,,,,,,,,,,,,,,50
1030,16,,,,,,,,,,,,,,,35
1031,20,,,,,,,,,,,,,,,35
1032,24,,,33,,,3,,,,,,,,,50
1033,28,,46,,,,,,,,,27,,,,50
1034,29,,,,,,,,,43,,,,,,35
1035,37,24,,,66,,51,,,20,,,,,,50
1036,23,,16,,,,,,,,,,,,,50
1037,35,,54,,,,44,,41,,,27,,,,50
1038,37,5,,33,,,2,,,,,,,,,50
1039,,,,,,,,,,,,,,,,35
1040,,,,,,,,,28,,,,,,,35
1041,38,36,,,54,,43,,,36,,,,,,50
1042,35,,36,,,,,,117,39,,,,,,50
1043,36,,48,,,,45,,35,,,27,,,,50
1044,37,5,,33,,,4,,,,,,,,,50
1045,29,,,,,,,,,43,,,,,,35
1046,,,,,,,,,,,,,,,,35
1047,,,,,,,,,,,,,,,,35
1048,14,,10,,,,,,,,,,,,,35
1049,21,,21,,,,,,,,,27,,,,50
1050,28,,,33,,,1,,,,,,,,,50
1051,21,,,,,,,,,,,27,,,,50
1052,30,,22,,,,,,,,,,,,,50
1053,22,,,,,,,,,,,27,,,,50
1054,30,,10,,,,,,,,,,,,,50
1055,25,12,10,13,14,10,25,31,32,31,33,21,,30,33,50
1056,,,,,,,,,,,,,,,,20
1057,,,,,,,26,,,,,,,,,20
1058,,,,1,,,,,,,,,,,,20
1059,23,13,44,12,19,17,38,27,22,34,39,21,45,23,22,50
1060,,,,,25,,,,,,,,,,,20
1061,31,,,,,1,,,,,,,,,,20
1062,27,,63,12,17,26,56,27,56,34,40,21,45,23,22,50
1063,29,,23,32,20,29,33,19,29,19,,43,29,29,,50
1064,,,,,,,,,,,,,,,,20
1065,,,,,,,,,,,,,,,,20
1066,,,,,,,,,,,,,,,,20
1067,,,,,,,,,,,,,,,,20
1068,27,,25,36,37,41,12,44,39,38,40,27,11,,19,50
1069,26,5,16,12,20,20,21,27,32,34,28,24,44,27,23,50
1070,,,,,,,,,,,,,,,,20
3580,,7,,,,,10,,,,,,,,,20
1071,,,,,,,,,,,,,,,,20
1072,,,,,,,,,,,,,,,,50
1073,,,,,,54,,,,,,,,,,50
1074,28,9,17,17,25,31,37,40,35,36,19,27,,41,42,50
1075,35,13,35,34,23,36,30,29,44,29,,45,52,34,,50
1076,,,,,,,,,,,,,,,,20
1077,,,,,,,,,,,,,,,,20
1078,27,14,20,26,27,29,22,27,39,33,27,27,45,30,23,50
1079,31,13,29,34,20,33,18,23,41,29,,45,52,29,,50
1080,26,12,17,19,26,30,26,40,35,30,21,27,,41,28,50
1081,34,13,35,34,20,29,18,29,43,29,,45,52,29,,50
1082,31,8,14,16,33,31,37,40,35,36,22,27,,41,42,50
1083,,,,,,,,,,,,,,,,20
1084,,,,,,,,,,,,,,,,20
1085,,,,,,,,,,,,,,,,20
1086,,,,,,,,,,,,,,,,20
1087,10,,,,40,,,27,25,,,,,,28,35
1088,31,8,17,16,27,30,37,40,35,36,19,27,,41,42,50
1089,,,,,,,,,,,,,,,,20
1090,,,,,,,,,,,,,,,,20
1091,,,,,,,,,,,,,,,,20
1092,,,,,,,,,,,,,,,,20
1093,,,,,,,,,,,,,,,,35
1094,,,,,,,,,,,,,,,,35
1095,,,,,,,,,,,,,,,,20
1096,,,,,,,,,,,,,,,24,20
1097,,,,,,,,,18,,,,,,,35
1098,,,,,,,,,,,,,,,,35
1099,,,,,,,,,,,,,,,,20
1100,,,,,,,,,,,,,,,,20
1101,,,,,,,,,,,,,,,,35
1102,,,,,,,,,33,,,,,,,35
1103,,,,,,,,,,,,,,,,20
1104,,,,,,,,,,,,,,,,20
1105,26,,,,,,,,,,,,,,,20
1106,,,,,,,,,,,,,,,,20
1107,23,,19,8,,,25,24,40,,26,26,,,24,50
1108,35,,33,27,45,,25,26,39,,39,33,,,36,50
1109,27,13,63,12,17,17,56,27,56,34,40,24,45,31,22,50
1110,31,7,9,15,20,31,25,36,39,36,32,30,,37,38,50
1111,8,5,,,,2,,,,,,,,,,20
1112,,,5,,32,,,,,,,,,,,20
1113,,,22,,25,,,,,,,,,,,20
1114,21,20,,,,4,,,,,,,,,,20
1115,42,,52,40,47,,37,50,49,,53,39,,,48,50
1116,48,,43,48,51,54,59,56,42,52,51,45,,,53,50
1117,43,,51,45,50,,42,52,46,,59,43,,,50,50
1118,46,,39,49,47,53,52,40,42,51,51,45,,,48,50
1119,43,,38,47,46,51,25,40,39,48,45,45,,46,44,50
1120,18,13,,,,17,,17,,,,,,,,50
1121,27,,63,12,17,26,56,27,56,34,40,20,45,23,22,50
1122,38,,17,15,43,,15,,17,,,,,,,50
1123,26,,24,20,,,25,23,40,,24,26,,,25,50
1124,34,,21,36,39,54,18,47,39,45,40,42,22,,15,50
1125,39,,29,36,40,54,35,52,42,46,40,46,39,,15,50
1126,,,,,,,,,,,,,,,,20
1127,,,,,18,,,,,,,,,,,20
1128,42,,41,43,45,53,36,53,42,49,40,46,42,,23,50
1129,26,14,27,18,30,18,23,25,31,17,,35,26,27,,50
1130,27,3,11,13,25,31,19,,27,35,27,27,,30,20,50
1131,39,,43,31,42,,41,42,41,,41,35,,,40,50
1132,46,,42,47,49,50,59,57,42,52,51,46,44,,53,50
1133,42,,50,37,47,,34,46,46,,49,36,,,45,50
1134,,18,,,,,,,,,,,,,,20
1135,,,10,,,12,,,,,,,,,,20
1136,,1,,,,,,,,,,,,,,20
1137,,,,,,,,,,,,,,,,20
1138,,19,,,,,,,,,,,,,,20
1139,,,11,,,14,,,,,,,,,,20
1140,,,,,15,,,,,,,,,,,35
1141,,,,,,,,,,18,,,,,,35
1142,,,16,,,15,,,,15,,,,,,35
1143,18,21,,,17,,,,,,,,,,,35
1144,,,20,,,15,,,,,,18,,,,35
1145,27,22,,,19,,,,,,,,,,,35
1146,,,,,,18,,,,,,,,,,20
1147,,,,,,,,,,,,,,,,35
1148,,,17,,,20,,,,,,,,,,20
1149,,19,,,,,,,,,,,,,,20
1150,,,,,,,,,,,,,,,,20
1151,,40,45,36,23,,44,34,,,,,,,,20
1152,32,,,,,,,,45,48,45,19,43,45,39,50
1153,27,20,,,18,,,,,,,,,,,35
1154,,,19,,,,,,,,,15,,,,35
1155,72,78,83,77,76,78,76,74,71,78,79,75,72,72,66,80
1156,26,23,,,18,,,,,,,,,,,35
1157,,,20,,,,,,,,,15,,,,35
1158,69,12,11,11,13,24,71,76,76,70,74,73,70,57,61,80
1159,27,21,,,18,,,,,,,,,,,35
1160,,,18,,,,,,,,,19,,,,35
1161,27,22,,,19,,,,,,,,,,,35
1162,,,20,,,,,,,,,19,,,,35
1163,,,,,,,,,,,,,,,,35
1164,,,,,,,,,,,,,,,,35
1165,,,,,22,,,,,22,,,,,,35
1166,,,,,16,,,,,,,,,,,35
1167,,,,,19,,,,,,,,,,,35
1168,,,21,,21,,,,,18,,,,,,35
1169,,,16,,,,,,,,,15,,,,35
1170,25,18,,,17,,,,,,,,,,,35
1171,,,20,,,,,,,,,15,,,,35
1172,26,18,,,17,,,,,,,,,,,35
1173,,,20,,,,,,,,,15,,,,35
1174,26,23,,,20,,,,,,,,,,,35
1175,,,,,,,,,,,,,,,,20
1176,,,,,,,,,,,,,,,,20
1177,,,20,,,,,,,,,15,,,,35
1178,26,20,,,20,,,,,,,,,,,35
1179,,,,,,,,14,16,,,15,12,,,20
1180,,,,,,3,,,,,,,,,,20
1181,19,,,8,,23,,,,,,,,,,35
1182,19,,,,,,,,,,,,,,,20
1183,33,37,33,34,16,16,31,36,29,29,30,49,30,23,32,50
1184,19,37,35,33,12,25,41,33,,,,,,,,20
1185,31,,,,,,,,16,25,33,39,45,44,39,50
1186,21,,,,,,,,,,,,,,,35
1187,,23,,,17,,,,,,,14,,,,35
1188,,,19,,,,,,,,,,12,,,35
1189,20,,,,,,,,,,,,,,,35
1190,,19,,,19,,,,,,,,,,,35
1191,,,19,,,,,,,,,,15,,,35
1192,,,,,,,,,,,,2,,,,35
1193,19,,,,,,,,,,,,,,,20
1194,41,,,,,,,14,49,,56,,36,44,52,35
1195,17,40,50,41,42,35,,40,18,,,23,14,,,20
1196,38,28,18,39,40,44,47,34,48,36,55,42,23,,37,35
1197,17,,,,,,9,,,,,,,,,35
1198,19,,,,,,,,,,,,,,,20
1199,,,21,,,,,,,,,,16,,,35
1200,19,,,,,,,,,,,,,,,35
1201,18,22,,,6,,,,,,,,,,,35
1202,21,,,,,,,,,,,,,,,20
1203,,,,,,2,,,,,,,,,,20
1204,28,15,,,,,,,,,,,,,,35
1205,21,,,,,,,,,,,,,,,20
1206,27,18,,21,,,,,,,,,,,,35
1207,,,,,,,,,,,,,,,,20
